County,FIPS,2023 Rural-Urban Continuum Codes([rural urban note]),"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)","Average Annual Count",Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Goochland County, Virginia(6)",51075,Urban,37.6 ,28.7, 48.7,N/A , N/A , N/A,14,stable,2.3 ,-1.7, 7.3
"Young County, Texas(7)",48503,Rural,37.5 ,26.4, 52,N/A , N/A , N/A,8,stable,3.9 ,-0.8, 9.6
"McLean County, Illinois(7)",17113,Urban,37.5 ,33.4, 41.9,N/A , N/A , N/A,64,rising,2.6 ,1.7, 3.6
"Macon County, North Carolina(6)",37113,Rural,37.5 ,29.8, 46.7,N/A , N/A , N/A,22,rising,3.5 ,1.2, 6.5
"Talbot County, Maryland(6)",24041,Rural,37.5 ,30.9, 45.4,N/A , N/A , N/A,27,falling,-10.2 ,-20.4, -3.7
"Le Sueur County, Minnesota(6)",27079,Urban,37.3 ,28.8, 47.7,N/A , N/A , N/A,14,rising,4.6 ,2.4, 7.6
"Marshall County, Kentucky(7)",21157,Rural,37.3 ,29.4, 46.9,N/A , N/A , N/A,17,stable,2.4 ,-0.4, 5.9
"Lake County, South Dakota(6)",46079,Rural,37.3 ,23.6, 56.5,N/A , N/A , N/A,6,stable,2.1 ,-2.9, 8.3
"Marion County, Illinois(7)",17121,Rural,37.2 ,29.5, 46.5,N/A , N/A , N/A,18,rising,2.4 ,0.2, 4.9
"Norman County, Minnesota(6)",27107,Rural,37.2 ,20.5, 63.1,N/A , N/A , N/A,3,*,*,*,*
"Effingham County, Illinois(7)",17049,Rural,37.2 ,29.1, 46.9,N/A , N/A , N/A,16,rising,3.9 ,1.2, 7.4
"Baldwin County, Alabama(6)",01003,Urban,37.2 ,34, 40.5,N/A , N/A , N/A,115,stable,2.6 ,-4.0, 4.6
"Cottonwood County, Minnesota(6)",27033,Rural,37.1 ,23.2, 56.5,N/A , N/A , N/A,5,*,*,*,*
"Perry County, Arkansas(6)",05105,Urban,37.1 ,22.4, 58.2,N/A , N/A , N/A,4,*,*,*,*
"Catawba County, North Carolina(6)",37035,Urban,37.1 ,33.4, 41.2,N/A , N/A , N/A,76,rising,3.8 ,1.8, 6.3
"Vermilion County, Illinois(7)",17183,Rural,37.1 ,31.6, 43.4,N/A , N/A , N/A,36,rising,6.5 ,4.1, 9.6
"Fulton County, Arkansas(6)",05049,Rural,37.1 ,22.9, 56.9,N/A , N/A , N/A,6,stable,4.7 ,-0.2, 10.4
"Union County, Pennsylvania(6)",42119,Rural,37.1 ,30, 45.4,N/A , N/A , N/A,20,rising,3.0 ,0.8, 5.6
"Tillman County, Oklahoma(6)",40141,Rural,37.1 ,21.1, 61.3,N/A , N/A , N/A,3,*,*,*,*
"DeKalb County, Illinois(7)",17037,Urban,37.1 ,31.9, 42.9,N/A , N/A , N/A,38,rising,5.6 ,3.7, 8.4
"Carbon County, Utah(7)",49007,Rural,37.1 ,26.5, 50.5,N/A , N/A , N/A,9,rising,3.1 ,0.7, 6.5
"Fillmore County, Minnesota(6)",27045,Urban,37 ,27, 49.7,N/A , N/A , N/A,10,stable,3.3 ,-1.2, 8.9
"Livingston County, Kentucky(7)",21139,Urban,37 ,21.5, 59.5,N/A , N/A , N/A,4,rising,4.3 ,0.8, 8.9
"Montour County, Pennsylvania(6)",42093,Rural,36.9 ,26.6, 50.3,N/A , N/A , N/A,9,stable,0.7 ,-3.4, 5.5
"Charlotte County, Florida(6)",12015,Urban,36.8 ,33.6, 40.4,N/A , N/A , N/A,152,rising,5.1 ,2.8, 8.3
"El Dorado County, California(7)",06017,Urban,36.8 ,33.6, 40.4,N/A , N/A , N/A,106,rising,2.0 ,0.5, 3.9
"Metcalfe County, Kentucky(7)",21169,Rural,36.8 ,22.8, 56.6,N/A , N/A , N/A,5,*,*,*,*
"Antelope County, Nebraska(6)",31003,Rural,36.7 ,19.1, 64.3,N/A , N/A , N/A,3,*,*,*,*
"Scott County, Kentucky(7)",21209,Urban,36.7 ,29.7, 44.8,N/A , N/A , N/A,20,stable,1.4 ,-1.7, 5.1
"Lyon County, Minnesota(6)",27083,Rural,36.6 ,27.4, 48.1,N/A , N/A , N/A,11,rising,4.9 ,2.3, 8.5
"Todd County, Minnesota(6)",27153,Rural,36.6 ,26.9, 48.6,N/A , N/A , N/A,11,*,*,*,*
"Anoka County, Minnesota(6)",27003,Urban,36.5 ,33.9, 39.4,N/A , N/A , N/A,147,rising,5.1 ,1.3, 8.9
"Franklin County, Illinois(7)",17055,Rural,36.5 ,29.1, 45.3,N/A , N/A , N/A,18,rising,4.4 ,1.7, 7.8
"Logan County, Illinois(7)",17107,Rural,36.4 ,27.9, 47,N/A , N/A , N/A,13,rising,6.2 ,3.9, 14.2
"Chelan County, Washington(6)",53007,Urban,36.4 ,31.2, 42.3,N/A , N/A , N/A,38,rising,3.6 ,2.0, 5.7
"Wright County, Minnesota(6)",27171,Urban,36.3 ,32, 41.1,N/A , N/A , N/A,53,rising,4.0 ,2.3, 6.2
"Anne Arundel County, Maryland(6)",24003,Urban,36.3 ,34.3, 38.5,N/A , N/A , N/A,244,rising,1.6 ,0.4, 2.9
"Jefferson County, Nebraska(6)",31095,Rural,36.3 ,19.7, 61.7,N/A , N/A , N/A,3,*,*,*,*
"Monroe County, Illinois(7)",17133,Urban,36.3 ,28.3, 46,N/A , N/A , N/A,15,rising,3.5 ,1.5, 6.2
"Box Elder County, Utah(7)",49003,Rural,36.3 ,29.4, 44.4,N/A , N/A , N/A,20,rising,3.0 ,1.6, 5.0
"Windsor County, Vermont(6)",50027,Rural,36.3 ,30.6, 42.9,N/A , N/A , N/A,33,stable,-0.1 ,-3.1, 3.2
"Hancock County, Iowa(7)",19081,Rural,36.3 ,23.1, 54.7,N/A , N/A , N/A,5,*,*,*,*
"Bullitt County, Kentucky(7)",21029,Urban,36.3 ,30.9, 42.3,N/A , N/A , N/A,35,rising,3.3 ,1.5, 5.7
"Cheshire County, New Hampshire(6)",33005,Rural,36.2 ,31, 42.2,N/A , N/A , N/A,38,stable,2.0 ,0.0, 4.5
"Calloway County, Kentucky(7)",21035,Rural,36.2 ,28.2, 45.8,N/A , N/A , N/A,16,stable,2.2 ,-0.4, 5.3
"Hawaii County, Hawaii(7)",15001,Rural,36.2 ,32.9, 39.7,N/A , N/A , N/A,104,rising,2.5 ,0.7, 4.5
"Butte County, California(7)",06007,Urban,36.2 ,32.9, 39.7,N/A , N/A , N/A,97,rising,4.3 ,2.8, 6.1
"Palo Alto County, Iowa(7)",19147,Rural,36.1 ,21.4, 57.5,N/A , N/A , N/A,4,*,*,*,*
"Adams County, Illinois(7)",17001,Rural,36.1 ,30.3, 42.8,N/A , N/A , N/A,31,rising,5.0 ,3.1, 7.3
"Brown County, South Dakota(6)",46013,Rural,36.1 ,28.2, 45.5,N/A , N/A , N/A,16,rising,5.7 ,2.4, 10.2
"Davie County, North Carolina(6)",37059,Urban,36.1 ,29.2, 44.2,N/A , N/A , N/A,21,stable,-0.1 ,-2.9, 3.0
"Lincoln County, North Carolina(6)",37109,Urban,36 ,31, 41.7,N/A , N/A , N/A,39,rising,4.0 ,1.7, 7.1
"Pike County, Illinois(7)",17149,Rural,36 ,23.9, 52.2,N/A , N/A , N/A,6,rising,6.0 ,1.3, 12.4
"Champaign County, Illinois(7)",17019,Urban,36 ,32.3, 40,N/A , N/A , N/A,73,rising,4.3 ,2.7, 6.3
"Jefferson County, Idaho(7)",16051,Urban,35.9 ,26.2, 48,N/A , N/A , N/A,9,stable,-0.2 ,-3.0, 3.1
"Lee County, Florida(6)",12071,Urban,35.9 ,34.3, 37.6,N/A , N/A , N/A,476,rising,4.6 ,3.1, 9.0
"Ada County, Idaho(7)",16001,Urban,35.9 ,33.6, 38.3,N/A , N/A , N/A,193,rising,1.9 ,0.9, 3.2
"Cedar County, Iowa(7)",19031,Rural,35.9 ,25.2, 49.8,N/A , N/A , N/A,8,rising,1.8 ,0.1, 3.9
"Caribou County, Idaho(7)",16029,Rural,35.9 ,20, 60.2,N/A , N/A , N/A,3,*,*,*,*
"Cedar County, Nebraska(6)",31027,Rural,35.9 ,20.3, 59,N/A , N/A , N/A,4,*,*,*,*
"Johnson County, Iowa(7)",19103,Urban,35.9 ,31.4, 40.8,N/A , N/A , N/A,48,rising,3.0 ,1.9, 4.5
"Huntingdon County, Pennsylvania(6)",42061,Rural,35.8 ,29.1, 43.7,N/A , N/A , N/A,22,rising,4.6 ,2.1, 7.7
"Elbert County, Colorado(6)",08039,Urban,35.8 ,26.3, 47.7,N/A , N/A , N/A,11,rising,6.3 ,1.5, 13.9
"Renville County, Minnesota(6)",27129,Rural,35.8 ,23.9, 51.7,N/A , N/A , N/A,7,stable,4.4 ,-1.7, 11.6
"Clay County, Texas(7)",48077,Urban,35.7 ,22.7, 54.5,N/A , N/A , N/A,5,*,*,*,*
"Sherburne County, Minnesota(6)",27141,Urban,35.7 ,30.4, 41.6,N/A , N/A , N/A,35,rising,4.2 ,2.2, 6.8
"Carroll County, Iowa(7)",19027,Rural,35.7 ,25.8, 48.3,N/A , N/A , N/A,10,rising,4.3 ,2.6, 6.8
"Clinton County, Ohio(6)",39027,Rural,35.6 ,28.5, 44.1,N/A , N/A , N/A,18,rising,13.7 ,6.0, 27.2
"Traill County, North Dakota(6)",38097,Rural,35.6 ,19.9, 59,N/A , N/A , N/A,4,*,*,*,*
"Douglas County, Minnesota(6)",27041,Rural,35.6 ,28.3, 44.4,N/A , N/A , N/A,20,stable,4.0 ,-0.5, 9.6
"Boundary County, Idaho(7)",16021,Rural,35.6 ,23.4, 52.5,N/A , N/A , N/A,6,*,*,*,*
"Henry County, Illinois(7)",17073,Urban,35.6 ,28.9, 43.4,N/A , N/A , N/A,22,stable,1.9 ,-0.5, 4.4
"Calhoun County, Iowa(7)",19025,Rural,35.5 ,21.4, 55.8,N/A , N/A , N/A,5,*,*,*,*
"Jackson County, North Carolina(6)",37099,Rural,35.5 ,28.3, 44.1,N/A , N/A , N/A,19,rising,4.3 ,1.6, 7.8
"Washington County, Nebraska(6)",31177,Urban,35.5 ,25.4, 48.4,N/A , N/A , N/A,9,rising,5.3 ,1.3, 10.8
"Hubbard County, Minnesota(6)",27057,Rural,35.5 ,26.1, 47.5,N/A , N/A , N/A,12,rising,4.7 ,1.4, 9.2
"Chickasaw County, Iowa(7)",19037,Rural,35.5 ,22.6, 53.3,N/A , N/A , N/A,6,*,*,*,*
"Warren County, New York(7)",36113,Urban,35.4 ,29.8, 42,N/A , N/A , N/A,32,rising,7.5 ,4.0, 15.1
"Adams County, Pennsylvania(6)",42001,Urban,35.4 ,31, 40.5,N/A , N/A , N/A,51,rising,2.6 ,0.4, 5.4
"Juniata County, Pennsylvania(6)",42067,Rural,35.4 ,26, 47.3,N/A , N/A , N/A,11,stable,4.3 ,-0.3, 10.4
"Monroe County, Kentucky(7)",21171,Rural,35.4 ,21.4, 55.1,N/A , N/A , N/A,4,*,*,*,*
"Des Moines County, Iowa(7)",19057,Rural,35.4 ,27.9, 44.2,N/A , N/A , N/A,17,rising,4.8 ,3.4, 6.9
"Runnels County, Texas(7)",48399,Rural,35.4 ,21.7, 54.8,N/A , N/A , N/A,5,*,*,*,*
"Yavapai County, Arizona(6)",04025,Urban,35.3 ,32.6, 38.4,N/A , N/A , N/A,161,stable,-2.7 ,-11.8, 3.5
"Linn County, Iowa(7)",19113,Urban,35.3 ,32.1, 38.8,N/A , N/A , N/A,93,rising,3.2 ,2.1, 4.6
"St. Louis County, Minnesota(6)",27137,Urban,35.3 ,31.8, 39,N/A , N/A , N/A,88,rising,5.5 ,3.4, 8.1
"Teton County, Wyoming(6)",56039,Rural,35.2 ,25.9, 47,N/A , N/A , N/A,10,stable,-5.9 ,-42.5, 2.7
"Jefferson County, Washington(7)",53031,Rural,35.1 ,27.6, 44.6,N/A , N/A , N/A,24,rising,1.7 ,0.2, 3.6
"Fayette County, Ohio(6)",39047,Rural,35.1 ,26.5, 45.7,N/A , N/A , N/A,12,rising,3.9 ,0.8, 7.8
"Somervell County, Texas(7)",48425,Rural,35.1 ,20.8, 55.9,N/A , N/A , N/A,4,*,*,*,*
"Isanti County, Minnesota(6)",27059,Urban,35.1 ,27.6, 44,N/A , N/A , N/A,16,rising,6.1 ,2.7, 11.0
"Cecil County, Maryland(6)",24015,Urban,35 ,30.3, 40.2,N/A , N/A , N/A,43,rising,3.2 ,1.6, 5.3
"Trempealeau County, Wisconsin(6)",55121,Rural,35 ,26.5, 45.4,N/A , N/A , N/A,13,rising,6.6 ,3.7, 10.6
"Loudon County, Tennessee(6)",47105,Urban,35 ,29.2, 41.7,N/A , N/A , N/A,31,stable,2.0 ,-0.9, 5.5
"Major County, Oklahoma(6)",40093,Rural,34.9 ,20.3, 56.8,N/A , N/A , N/A,4,*,*,*,*
"Greene County, Iowa(7)",19073,Rural,34.9 ,21.3, 55,N/A , N/A , N/A,5,*,*,*,*
"Scott County, Minnesota(6)",27139,Urban,34.9 ,30.7, 39.5,N/A , N/A , N/A,53,rising,2.4 ,0.8, 4.4
"Lee County, Iowa(7)",19111,Rural,34.9 ,26.8, 44.7,N/A , N/A , N/A,14,rising,2.8 ,0.8, 5.2
"Lamar County, Mississippi(6)",28073,Urban,34.9 ,28.8, 41.9,N/A , N/A , N/A,24,rising,5.4 ,3.5, 8.1
"Orleans County, Vermont(6)",50019,Rural,34.9 ,26.3, 45.5,N/A , N/A , N/A,13,stable,3.0 ,-0.7, 7.9
"Clinton County, Illinois(7)",17027,Urban,34.9 ,27.4, 43.9,N/A , N/A , N/A,16,rising,5.8 ,3.4, 9.2
"Stearns County, Minnesota(6)",27145,Urban,34.9 ,30.7, 39.3,N/A , N/A , N/A,56,rising,10.2 ,1.5, 23.0
"Johnson County, Georgia(7)",13167,Rural,34.8 ,21.4, 54.3,N/A , N/A , N/A,4,*,*,*,*
"Blount County, Tennessee(6)",47009,Urban,34.8 ,31, 39.1,N/A , N/A , N/A,64,stable,0.8 ,-1.3, 2.6
"Island County, Washington(7)",53029,Rural,34.8 ,30, 40.3,N/A , N/A , N/A,44,stable,-1.4 ,-6.6, 0.4
"Spencer County, Kentucky(7)",21215,Urban,34.8 ,24.5, 48.3,N/A , N/A , N/A,8,stable,2.3 ,-2.0, 8.2
"Eau Claire County, Wisconsin(6)",55035,Urban,34.8 ,29.9, 40.3,N/A , N/A , N/A,40,stable,4.2 ,-2.8, 8.5
"Sibley County, Minnesota(6)",27143,Rural,34.8 ,23.5, 49.9,N/A , N/A , N/A,7,stable,4.1 ,-1.4, 12.1
"Columbia County, Georgia(7)",13073,Urban,34.8 ,30.9, 39.1,N/A , N/A , N/A,60,rising,3.5 ,1.0, 7.1
"Nemaha County, Nebraska(6)",31127,Rural,34.8 ,19, 59,N/A , N/A , N/A,3,*,*,*,*
"Newport County, Rhode Island(6)",44005,Urban,34.8 ,30.2, 39.9,N/A , N/A , N/A,46,stable,1.6 ,-0.7, 4.2
"Orange County, Vermont(6)",50017,Rural,34.7 ,26.6, 44.8,N/A , N/A , N/A,14,stable,-24.9 ,-54.3, 9.1
"Flagler County, Florida(6)",12035,Urban,34.6 ,30.7, 39.1,N/A , N/A , N/A,73,rising,4.8 ,2.7, 7.4
"Collier County, Florida(6)",12021,Urban,34.6 ,32.5, 36.9,N/A , N/A , N/A,256,rising,2.5 ,1.5, 3.6
"Madison County, Mississippi(6)",28089,Urban,34.6 ,29.9, 39.9,N/A , N/A , N/A,40,rising,3.7 ,1.4, 6.7
"Benzie County, Michigan(6)",26019,Urban,34.6 ,25.2, 47,N/A , N/A , N/A,11,stable,1.8 ,-3.0, 7.8
"Ross County, Ohio(6)",39141,Rural,34.6 ,29.3, 40.6,N/A , N/A , N/A,33,rising,6.5 ,4.2, 9.4
"Lake County, Minnesota(6)",27075,Rural,34.6 ,22.3, 52.1,N/A , N/A , N/A,6,rising,4.2 ,0.5, 8.8
"Clallam County, Washington(7)",53009,Rural,34.5 ,29.6, 40.1,N/A , N/A , N/A,47,rising,2.1 ,0.9, 3.7
"Rutland County, Vermont(6)",50021,Rural,34.5 ,28.8, 41.1,N/A , N/A , N/A,31,stable,1.1 ,-1.5, 3.9
"Boise County, Idaho(7)",16015,Urban,34.5 ,18.2, 60.4,N/A , N/A , N/A,4,*,*,*,*
"Erie County, Ohio(6)",39043,Urban,34.5 ,29.5, 40.1,N/A , N/A , N/A,39,rising,3.4 ,1.3, 6.0
"Rockingham County, Virginia(6)",51165,Urban,34.5 ,29.4, 40.2,N/A , N/A , N/A,37,rising,2.9 ,0.8, 5.4
"Sullivan County, New Hampshire(6)",33019,Rural,34.4 ,27.9, 42.2,N/A , N/A , N/A,22,stable,1.0 ,-1.2, 3.3
"Stanly County, North Carolina(6)",37167,Rural,34.4 ,28.7, 41.1,N/A , N/A , N/A,28,stable,0.7 ,-14.4, 6.5
"Sublette County, Wyoming(6)",56035,Rural,34.4 ,20.4, 55.1,N/A , N/A , N/A,4,*,*,*,*
"Sevier County, Utah(7)",49041,Rural,34.4 ,24.4, 47.2,N/A , N/A , N/A,8,rising,4.0 ,1.9, 7.3
"Monroe County, Iowa(7)",19135,Rural,34.4 ,18.9, 58,N/A , N/A , N/A,3,*,*,*,*
"Pleasants County, West Virginia(6)",54073,Rural,34.4 ,20, 56.3,N/A , N/A , N/A,4,*,*,*,*
"Woodford County, Kentucky(7)",21239,Urban,34.4 ,25.6, 45.3,N/A , N/A , N/A,11,stable,2.2 ,-1.2, 6.3
"Rabun County, Georgia(7)",13241,Rural,34.4 ,24, 48.2,N/A , N/A , N/A,9,*,*,*,*
"Ford County, Illinois(7)",17053,Urban,34.4 ,23.2, 49.6,N/A , N/A , N/A,6,*,*,*,*
"Webster County, West Virginia(6)",54101,Rural,34.3 ,20.3, 55.4,N/A , N/A , N/A,4,*,*,*,*
"Scott County, Iowa(7)",19163,Urban,34.3 ,30.7, 38.2,N/A , N/A , N/A,71,rising,3.4 ,2.3, 4.9
"Suffolk City, Virginia(6)",51800,Urban,34.3 ,29.3, 39.8,N/A , N/A , N/A,36,rising,3.4 ,1.7, 5.6
"Bonner County, Idaho(7)",16017,Rural,34.2 ,27.3, 42.5,N/A , N/A , N/A,21,rising,24.8 ,9.7, 44.9
"Mille Lacs County, Minnesota(6)",27095,Urban,34.2 ,25.6, 44.9,N/A , N/A , N/A,12,rising,5.6 ,3.3, 8.5
"Yellow Medicine County, Minnesota(6)",27173,Rural,34.2 ,22.1, 51.7,N/A , N/A , N/A,5,*,*,*,*
"Douglas County, Nebraska(6)",31055,Urban,34.1 ,32, 36.4,N/A , N/A , N/A,201,rising,5.5 ,4.3, 7.1
"Bonneville County, Idaho(7)",16019,Urban,34.1 ,29.5, 39.2,N/A , N/A , N/A,40,rising,3.4 ,1.7, 5.6
"Pima County, Arizona(6)",04019,Urban,34.1 ,32.7, 35.5,N/A , N/A , N/A,485,rising,4.9 ,1.4, 6.5
"Lincoln County, Kentucky(7)",21137,Rural,34.1 ,24.5, 46.1,N/A , N/A , N/A,9,stable,2.7 ,-0.2, 6.2
"Iron County, Missouri(6)",29093,Rural,34 ,19.5, 55.3,N/A , N/A , N/A,4,*,*,*,*
"Chatham County, North Carolina(6)",37037,Urban,34 ,29.1, 39.7,N/A , N/A , N/A,40,stable,0.5 ,-2.1, 3.4
"Merrimack County, New Hampshire(6)",33013,Rural,34 ,30.4, 37.9,N/A , N/A , N/A,71,stable,1.2 ,-8.5, 8.8
"Poweshiek County, Iowa(7)",19157,Rural,34 ,23.7, 47.5,N/A , N/A , N/A,8,*,*,*,*
"Boone County, Kentucky(7)",21015,Urban,34 ,29.8, 38.6,N/A , N/A , N/A,50,rising,3.6 ,2.2, 5.5
"Knox County, Ohio(6)",39083,Rural,34 ,28, 40.8,N/A , N/A , N/A,26,rising,3.5 ,0.9, 6.6
"Burke County, North Carolina(6)",37023,Urban,33.9 ,29.2, 39.3,N/A , N/A , N/A,41,rising,3.5 ,2.0, 5.4
"Cassia County, Idaho(7)",16031,Rural,33.9 ,24.4, 45.9,N/A , N/A , N/A,9,rising,4.6 ,2.3, 7.7
"Shasta County, California(7)",06089,Urban,33.8 ,30.4, 37.5,N/A , N/A , N/A,83,stable,-3.4 ,-10.9, 0.2
"Benton County, Minnesota(6)",27009,Urban,33.8 ,26.3, 42.7,N/A , N/A , N/A,15,stable,2.4 ,-1.5, 7.1
"Washington County, Maine(6)",23029,Rural,33.7 ,26.1, 43.1,N/A , N/A , N/A,16,rising,6.7 ,2.6, 12.5
"Franklin City, Virginia(6)",51620,Rural,33.7 ,20.6, 53.2,N/A , N/A , N/A,4,*,*,*,*
"Waseca County, Minnesota(6)",27161,Rural,33.7 ,23.3, 47.1,N/A , N/A , N/A,7,falling,-23.1 ,-38.6, -4.1
"Wood County, Ohio(6)",39173,Urban,33.6 ,29.4, 38.3,N/A , N/A , N/A,49,rising,3.2 ,1.5, 5.2
"Centre County, Pennsylvania(6)",42027,Urban,33.6 ,29.7, 38,N/A , N/A , N/A,56,stable,-0.6 ,-17.3, 3.7
"Humboldt County, California(7)",06023,Rural,33.6 ,29.6, 38,N/A , N/A , N/A,56,rising,3.3 ,2.1, 4.8
"La Crosse County, Wisconsin(6)",55063,Urban,33.6 ,29.2, 38.5,N/A , N/A , N/A,46,rising,3.9 ,1.9, 6.3
"Walworth County, Wisconsin(6)",55127,Rural,33.6 ,29.2, 38.5,N/A , N/A , N/A,46,rising,3.0 ,0.9, 5.6
"Madison County, Montana(6)",30057,Rural,33.6 ,21.9, 51.8,N/A , N/A , N/A,6,*,*,*,*
"Grainger County, Tennessee(6)",47057,Urban,33.6 ,24.3, 45.4,N/A , N/A , N/A,10,stable,-0.1 ,-4.3, 4.4
"Butler County, Iowa(7)",19023,Rural,33.5 ,23.1, 47.8,N/A , N/A , N/A,8,*,*,*,*
"Maricopa County, Arizona(6)",04013,Urban,33.5 ,32.8, 34.3,N/A , N/A , N/A,1665,stable,1.3 ,-0.6, 3.5
"Iroquois County, Illinois(7)",17075,Rural,33.5 ,25, 44.2,N/A , N/A , N/A,12,rising,5.2 ,2.6, 8.5
"Keith County, Nebraska(6)",31101,Rural,33.5 ,19.3, 54.9,N/A , N/A , N/A,4,*,*,*,*
"Brookings County, South Dakota(6)",46011,Rural,33.5 ,24.7, 44.3,N/A , N/A , N/A,10,stable,2.3 ,-0.2, 5.5
"Bath County, Kentucky(7)",21011,Rural,33.4 ,21.7, 49.7,N/A , N/A , N/A,5,*,*,*,*
"Mason County, Washington(7)",53045,Rural,33.4 ,28, 39.6,N/A , N/A , N/A,32,rising,1.8 ,0.9, 3.0
"Rappahannock County, Virginia(6)",51157,Urban,33.4 ,17.5, 58.5,N/A , N/A , N/A,3,*,*,*,*
"Stephenson County, Illinois(7)",17177,Rural,33.3 ,26.7, 41.2,N/A , N/A , N/A,20,rising,7.0 ,3.7, 11.6
"Campbell County, Kentucky(7)",21037,Urban,33.3 ,28.5, 38.8,N/A , N/A , N/A,37,rising,3.0 ,1.6, 4.6
"San Juan County, Washington(7)",53055,Rural,33.3 ,23.5, 46.7,N/A , N/A , N/A,11,stable,-0.8 ,-3.1, 2.0
"Jefferson County, Tennessee(6)",47089,Urban,33.3 ,27.4, 40.2,N/A , N/A , N/A,24,stable,1.0 ,-14.0, 5.7
"Cass County, Minnesota(6)",27021,Rural,33.2 ,25.7, 42.6,N/A , N/A , N/A,16,stable,4.0 ,-0.5, 9.2
"Garrard County, Kentucky(7)",21079,Rural,33.2 ,23.2, 46.5,N/A , N/A , N/A,8,*,*,*,*
"Mono County, California(7)",06051,Rural,33.2 ,21.5, 49.4,N/A , N/A , N/A,6,stable,2.3 ,-1.9, 7.2
"Person County, North Carolina(6)",37145,Urban,33.2 ,26.1, 41.8,N/A , N/A , N/A,17,stable,0.0 ,-12.7, 4.5
"Polk County, North Carolina(6)",37149,Rural,33.2 ,23.7, 45.8,N/A , N/A , N/A,11,*,*,*,*
"Clay County, Florida(6)",12019,Urban,33.1 ,30, 36.5,N/A , N/A , N/A,88,rising,4.3 ,2.6, 6.6
"Tioga County, New York(7)",36107,Urban,33.1 ,26.8, 40.6,N/A , N/A , N/A,22,stable,2.9 ,-0.7, 7.1
"Hawkins County, Tennessee(6)",47073,Urban,33.1 ,27.3, 40,N/A , N/A , N/A,25,stable,5.9 ,-2.5, 21.3
"Pasco County, Florida(6)",12101,Urban,33.1 ,31.2, 35.1,N/A , N/A , N/A,260,stable,-3.9 ,-9.2, 1.8
"Kitsap County, Washington(7)",53035,Urban,33.1 ,30.3, 36.1,N/A , N/A , N/A,114,stable,-7.5 ,-17.3, 0.0
"Searcy County, Arkansas(6)",05129,Rural,33.1 ,19.2, 54.4,N/A , N/A , N/A,4,*,*,*,*
"Madison County, Nebraska(6)",31119,Rural,33.1 ,25.3, 42.5,N/A , N/A , N/A,13,rising,6.1 ,2.9, 10.2
"Jasper County, Illinois(7)",17079,Rural,33.1 ,19.5, 53,N/A , N/A , N/A,4,*,*,*,*
"McClain County, Oklahoma(6)",40087,Urban,33 ,25.8, 41.7,N/A , N/A , N/A,15,stable,3.2 ,-0.3, 8.1
"Jessamine County, Kentucky(7)",21113,Urban,33 ,26.6, 40.6,N/A , N/A , N/A,19,stable,1.7 ,-0.9, 4.8
"Sarpy County, Nebraska(6)",31153,Urban,33 ,29.4, 37,N/A , N/A , N/A,61,rising,4.3 ,3.0, 5.8
"Lake County, Ohio(6)",39085,Urban,33 ,30, 36.1,N/A , N/A , N/A,103,stable,-1.1 ,-8.3, 4.7
"Clay County, Illinois(7)",17025,Rural,33 ,22, 48,N/A , N/A , N/A,6,rising,4.4 ,1.9, 7.7
"New Hanover County, North Carolina(6)",37129,Urban,32.9 ,29.9, 36.3,N/A , N/A , N/A,91,rising,5.0 ,2.9, 7.8
"Lafayette County, Wisconsin(6)",55065,Rural,32.9 ,22.2, 47.2,N/A , N/A , N/A,7,*,*,*,*
"Medina County, Ohio(6)",39103,Urban,32.9 ,29.6, 36.5,N/A , N/A , N/A,77,rising,2.1 ,1.0, 3.4
"Ontario County, New York(7)",36069,Urban,32.9 ,28.7, 37.6,N/A , N/A , N/A,50,stable,1.9 ,-1.2, 3.8
"Pennington County, Minnesota(6)",27113,Rural,32.9 ,21.3, 48.7,N/A , N/A , N/A,6,stable,1.6 ,-4.1, 7.8
"Jasper County, Iowa(7)",19099,Urban,32.8 ,25.6, 41.6,N/A , N/A , N/A,15,rising,3.0 ,1.4, 5.1
"Washington County, Kentucky(7)",21229,Rural,32.8 ,20.4, 50.3,N/A , N/A , N/A,5,*,*,*,*
"Volusia County, Florida(6)",12127,Urban,32.8 ,31, 34.7,N/A , N/A , N/A,286,rising,4.6 ,3.4, 6.2
"Lawrence County, Alabama(6)",01079,Urban,32.8 ,25, 42.3,N/A , N/A , N/A,13,rising,4.5 ,0.7, 9.2
"Osceola County, Iowa(7)",19143,Rural,32.8 ,17.9, 56.8,N/A , N/A , N/A,3,*,*,*,*
"Walton County, Georgia(7)",13297,Urban,32.8 ,28, 38.1,N/A , N/A , N/A,36,stable,-1.5 ,-10.0, 0.7
"Sullivan County, Pennsylvania(6)",42113,Rural,32.7 ,17.9, 59.3,N/A , N/A , N/A,4,*,*,*,*
"Polk County, Florida(6)",12105,Urban,32.7 ,31, 34.5,N/A , N/A , N/A,306,rising,1.8 ,0.9, 2.8
"Perry County, Ohio(6)",39127,Urban,32.7 ,25.2, 41.8,N/A , N/A , N/A,14,*,*,*,*
